Name,Gender,Course,Round,Hole,Par,Score,FIR,GIR,Approach.Dist,Putts,Exp_Putts,strokesgained,PuttLength
Player 15,Female,Avalon Lakes Golf Club,Qualifying,12,3,4,Not Applicable (PAR 3),Miss,126-150 yards,2,1.79,-0.20999999999999996,15
Player 3,Male,Wigwam Gold Course,Tournament,5,4,5,Missed,Miss,76-100 yards,2,1.79,-0.20999999999999996,15
Player 5,Male,Indiana Country Club,Qualifying,18,5,7,Hit,Miss,126-150 yards,3,1.79,-1.21,15
Player 4,Male,PGA National - Champions,Tournament,8,4,5,Hit,Hit,151-175 yards,3,1.79,-1.21,15
Player 4,Male,Columbus Country Club,Tournament,3,4,4,Hit,Hit,101-125 yards,2,1.79,-0.20999999999999996,15
Player 12,Male,San Destin Resort - Raven,Tournament,12,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 9,Male,Avalon Lakes Golf Club,Qualifying,18,4,5,Missed,Miss,151-175 yards,2,1.79,-0.20999999999999996,15
Player 3,Male,Longue Vue Club,Qualifying,14,4,4,Hit,Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 20,Female,Indiana Country Club,Qualifying,11,5,6,Hit,Miss,151-175 yards,2,1.79,-0.20999999999999996,15
Player 21,Female,PGA National - Palmer,Tournament,4,5,5,Hit,Hit,Less than 50 yards,2,1.79,-0.20999999999999996,15
Player 4,Male,Columbus Country Club,Tournament,9,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.79,-0.20999999999999996,15
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,15,5,6,Hit,Miss,225 + yards,2,1.79,-0.20999999999999996,15
Player 9,Male,Meadville Country Club,Tournament,1,5,3,Hit,Hit,201-225 yards,1,1.79,0.79,15
Player 4,Male,Nemacolin Resort - Shepards Rock,Qualifying,13,5,5,Hit,Hit,Less than 50 yards,2,1.79,-0.20999999999999996,15
Player 2,Male,Nemacolin Resort - Shepards Rock,Qualifying,7,4,5,Missed,Miss,101-125 yards,2,1.79,-0.20999999999999996,15
Player 1,Male,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.79,-0.20999999999999996,15
Player 15,Female,Indiana Country Club,Qualifying,15,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.79,-0.20999999999999996,15
Player 12,Male,Meadville Country Club,Tournament,9,5,7,Missed,Miss,Less than 50 yards,2,1.79,-0.20999999999999996,15
Player 4,Male,Nemacolin Resort - Shepards Rock,Qualifying,7,4,4,Hit,Hit,101-125 yards,2,1.79,-0.20999999999999996,15
Player 12,Male,Longue Vue Club,Qualifying,6,4,5,Hit,Hit,76-100 yards,3,1.79,-1.21,15
Player 6,Male,Longue Vue Club,Qualifying,5,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.79,-0.20999999999999996,15
Player 10,Male,Longue Vue Club,Qualifying,12,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.79,-0.20999999999999996,15
Player 10,Male,Longue Vue Club,Qualifying,7,4,4,Missed,Hit,76-100 yards,2,1.79,-0.20999999999999996,15
Player 11,Male,Meadville Country Club,Tournament,14,4,4,Hit,Hit,101-125 yards,2,1.79,-0.20999999999999996,15
Player 12,Male,Meadville Country Club,Tournament,12,5,4,Missed,Hit,201-225 yards,2,1.79,-0.20999999999999996,15
Player 12,Male,Indiana Country Club,Qualifying,9,4,3,Missed,Hit,Less than 50 yards,1,1.79,0.79,15
Player 9,Male,Avalon Lakes Golf Club,Qualifying,12,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.79,-0.20999999999999996,15
Player 8,Male,Longue Vue Club,Qualifying,4,5,5,Missed,Hit,Less than 50 yards,2,1.79,-0.20999999999999996,15
Player 21,Female,Indiana Country Club,Qualifying,15,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.79,-0.20999999999999996,15
Player 3,Male,PGA National - Champions,Tournament,6,5,5,Hit,Hit,151-175 yards,2,1.811,-0.18900000000000006,16
Player 21,Female,San Destin Resort - Baytowne,Tournament,4,4,4,Hit,Hit,76-100 yards,2,1.811,-0.18900000000000006,16
Player 11,Male,Nemacolin Resort - Shepards Rock,Qualifying,5,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.811,-0.18900000000000006,16
Player 11,Male,Columbus Country Club,Tournament,4,4,4,Hit,Hit,176-200 yards,2,1.811,-0.18900000000000006,16
Player 3,Male,San Destin Resort - Raven,Tournament,12,3,3,Not Applicable (PAR 3),Hit,101-125 yards,2,1.811,-0.18900000000000006,16
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,12,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.83,-0.16999999999999993,17
Player 4,Male,PGA National - Champions,Tournament,17,3,2,Not Applicable (PAR 3),Hit,101-125 yards,1,1.83,0.8300000000000001,17
Player 6,Male,San Destin Resort - Raven,Tournament,16,3,5,Not Applicable (PAR 3),Miss,176-200 yards,2,1.83,-0.16999999999999993,17
Player 3,Male,San Destin Resort - Raven,Tournament,12,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.83,-0.16999999999999993,17
Player 21,Female,PGA National - Palmer,Tournament,10,3,3,Not Applicable (PAR 3),Hit,101-125 yards,2,1.83,-0.16999999999999993,17
Player 3,Male,Wigwam Gold Course,Tournament,16,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.83,-0.16999999999999993,17
Player 3,Male,San Destin Resort - Raven,Tournament,9,4,5,Missed,Miss,151-175 yards,2,1.83,-0.16999999999999993,17
Player 5,Male,Indiana Country Club,Qualifying,3,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.83,-0.16999999999999993,17
Player 4,Male,Columbus Country Club,Tournament,9,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.83,-0.16999999999999993,17
Player 3,Male,Wigwam Gold Course,Tournament,8,4,4,Hit,Hit,126-150 yards,2,1.83,-0.16999999999999993,17
Player 6,Male,Longue Vue Club,Qualifying,8,5,5,Missed,Hit,Less than 50 yards,2,1.83,-0.16999999999999993,17
Player 4,Male,Avalon Lakes Golf Club,Qualifying,6,5,5,Hit,Hit,Less than 50 yards,2,1.83,-0.16999999999999993,17
Player 3,Male,PGA National - Champions,Tournament,9,4,3,Missed,Hit,151-175 yards,1,1.83,0.8300000000000001,17
Player 3,Male,Longue Vue Club,Qualifying,2,4,4,Hit,Hit,51-75 yards,2,1.83,-0.16999999999999993,17
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,3,4,4,Hit,Hit,76-100 yards,2,1.848,-0.1519999999999999,18
Player 6,Male,Columbus Country Club,Tournament,14,4,4,Missed,Hit,101-125 yards,2,1.848,-0.1519999999999999,18
Player 16,Female,Indiana Country Club,Qualifying,10,3,4,Not Applicable (PAR 3),Miss,151-175 yards,2,1.848,-0.1519999999999999,18
Player 6,Male,Longue Vue Club,Qualifying,9,4,5,Hit,Hit,126-150 yards,3,1.848,-1.152,18
Player 10,Male,Longue Vue Club,Qualifying,3,3,4,Not Applicable (PAR 3),Hit,201-225 yards,3,1.848,-1.152,18
Player 11,Male,Longue Vue Club,Qualifying,15,5,5,Missed,Hit,101-125 yards,2,1.848,-0.1519999999999999,18
Player 11,Male,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.848,-0.1519999999999999,18
Player 3,Male,Wigwam Gold Course,Tournament,4,5,5,Missed,Hit,76-100 yards,2,1.848,-0.1519999999999999,18
Player 11,Male,Avalon Lakes Golf Club,Qualifying,16,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.848,-0.1519999999999999,18
Player 11,Male,Columbus Country Club,Tournament,4,4,4,Hit,Hit,176-200 yards,2,1.848,-0.1519999999999999,18
Player 13,Male,Nemacolin Resort - Shepards Rock,Qualifying,18,4,5,Missed,Miss,201-225 yards,2,1.848,-0.1519999999999999,18
Player 16,Female,Meadville Country Club,Tournament,12,5,5,Hit,Miss,76-100 yards,1,1.848,0.8480000000000001,18
Player 11,Male,Longue Vue Club,Qualifying,18,4,4,Missed,Hit,151-175 yards,2,1.848,-0.1519999999999999,18
Player 11,Male,San Destin Resort - Raven,Tournament,16,4,4,Not Applicable (PAR 3),Miss,151-175 yards,2,1.848,-0.1519999999999999,18
Player 3,Male,PGA National - Champions,Tournament,7,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.848,-0.1519999999999999,18
Player 11,Male,Longue Vue Club,Qualifying,13,4,4,Hit,Hit,51-75 yards,2,1.848,-0.1519999999999999,18
Player 3,Male,Pittsburgh Field Club,Qualifying,5,5,5,Missed,Hit,151-175 yards,2,1.848,-0.1519999999999999,18
Player 10,Male,Longue Vue Club,Qualifying,15,5,6,Hit,Hit,Less than 50 yards,3,1.848,-1.152,18
Player 8,Male,Indiana Country Club,Qualifying,14,4,6,Missed,Miss,101-125 yards,2,1.848,-0.1519999999999999,18
Player 10,Male,Longue Vue Club,Qualifying,11,4,5,Missed,Miss,101-125 yards,1,1.848,0.8480000000000001,18
Player 8,Male,Indiana Country Club,Qualifying,11,5,4,Hit,Hit,225 + yards,1,1.848,0.8480000000000001,18
Player 9,Male,Avalon Lakes Golf Club,Qualifying,9,4,4,Missed,Hit,101-125 yards,2,1.848,-0.1519999999999999,18
Player 11,Male,Nemacolin Resort - Shepards Rock,Qualifying,14,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.848,-0.1519999999999999,18
Player 8,Male,Longue Vue Club,Qualifying,14,4,4,Missed,Hit,126-150 yards,2,1.848,-0.1519999999999999,18
Player 3,Male,Columbus Country Club,Tournament,5,4,4,Missed,Miss,126-150 yards,1,1.848,0.8480000000000001,18
Player 8,Male,PGA National - Champions,Tournament,14,4,5,Hit,Hit,126-150 yards,3,1.848,-1.152,18
Player 16,Female,Meadville Country Club,Tournament,16,4,5,Missed,Miss,76-100 yards,2,1.848,-0.1519999999999999,18
Player 8,Male,Longue Vue Club,Qualifying,13,4,4,Hit,Hit,76-100 yards,2,1.848,-0.1519999999999999,18
Player 11,Male,Nemacolin Resort - Shepards Rock,Qualifying,7,4,4,Hit,Hit,101-125 yards,2,1.848,-0.1519999999999999,18
Player 11,Male,Longue Vue Club,Qualifying,9,4,4,Hit,Hit,176-200 yards,2,1.848,-0.1519999999999999,18
Player 3,Male,Columbus Country Club,Tournament,8,5,4,Missed,Hit,201-225 yards,2,1.848,-0.1519999999999999,18
Player 8,Male,PGA National - Champions,Tournament,6,5,6,Missed,Hit,225 + yards,3,1.848,-1.152,18
Player 3,Male,Columbus Country Club,Tournament,12,4,4,Hit,Hit,51-75 yards,2,1.863,-0.137,19
Player 10,Male,Longue Vue Club,Qualifying,18,4,6,Missed,Miss,151-175 yards,3,1.863,-1.137,19
Player 10,Male,Indiana Country Club,Qualifying,2,4,4,Missed,Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 3,Male,Indiana Country Club,Qualifying,18,5,6,Missed,Miss,225 + yards,2,1.878,-0.12200000000000011,20
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,1,4,5,Hit,Miss,126-150 yards,2,1.878,-0.12200000000000011,20
Player 12,Male,San Destin Resort - Raven,Tournament,2,4,3,Hit,Hit,151-175 yards,1,1.878,0.8779999999999999,20
Player 2,Male,Indiana Country Club,Qualifying,17,3,4,Not Applicable (PAR 3),Miss,151-175 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Longue Vue Club,Qualifying,2,4,6,Missed,Miss,Less than 50 yards,3,1.878,-1.122,20
Player 9,Male,Avalon Lakes Golf Club,Qualifying,15,4,4,Hit,Hit,51-75 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Longue Vue Club,Qualifying,4,5,6,Missed,Hit,126-150 yards,3,1.878,-1.122,20
Player 10,Male,Longue Vue Club,Qualifying,6,4,4,Hit,Hit,76-100 yards,2,1.878,-0.12200000000000011,20
Player 11,Male,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Pittsburgh Field Club,Qualifying,4,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 11,Male,Longue Vue Club,Qualifying,12,3,5,Not Applicable (PAR 3),Miss,176-200 yards,2,1.878,-0.12200000000000011,20
Player 8,Male,PGA National - Champions,Tournament,12,4,4,Missed,Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,8,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.878,-0.12200000000000011,20
Player 2,Male,Indiana Country Club,Qualifying,11,5,5,Missed,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.878,-0.12200000000000011,20
Player 9,Male,Longue Vue Club,Qualifying,6,4,4,Hit,Hit,51-75 yards,2,1.878,-0.12200000000000011,20
Player 14,Male,PGA National - Champions,Tournament,14,4,4,Hit,Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,16,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.878,-0.12200000000000011,20
Player 4,Male,Indiana Country Club,Qualifying,14,4,4,Missed,Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,PGA National - Champions,Tournament,9,4,6,Missed,Miss,176-200 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 8,Male,Pittsburgh Field Club,Qualifying,1,4,4,Hit,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 14,Male,PGA National - Champions,Tournament,12,4,4,Missed,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Avalon Lakes Golf Club,Qualifying,11,5,5,Missed,Hit,76-100 yards,2,1.878,-0.12200000000000011,20
Player 6,Male,Columbus Country Club,Tournament,13,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 12,Male,Longue Vue Club,Qualifying,7,4,4,Missed,Miss,51-75 yards,2,1.878,-0.12200000000000011,20
Player 13,Male,Nemacolin Resort - Shepards Rock,Qualifying,3,4,4,Hit,Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 16,Female,Longue Vue Club,Qualifying,4,5,9,Missed,Miss,176-200 yards,2,1.878,-0.12200000000000011,20
Player 14,Male,PGA National - Champions,Tournament,8,4,4,Hit,Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 4,Male,PGA National - Champions,Tournament,5,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 11,Male,Avalon Lakes Golf Club,Qualifying,1,4,4,Hit,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 7,Male,Longue Vue Club,Qualifying,15,5,5,Hit,Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 1,Male,Longue Vue Club,Qualifying,18,4,5,Missed,Miss,176-200 yards,2,1.878,-0.12200000000000011,20
Player 14,Male,PGA National - Champions,Tournament,17,3,2,Not Applicable (PAR 3),Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,PGA National - Champions,Tournament,6,5,6,Hit,Hit,101-125 yards,3,1.878,-1.122,20
Player 1,Male,Longue Vue Club,Qualifying,17,4,5,Missed,Miss,126-150 yards,2,1.878,-0.12200000000000011,20
Player 12,Male,Meadville Country Club,Tournament,18,4,4,Missed,Hit,51-75 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Nemacolin Resort - Shepards Rock,Qualifying,4,5,6,Hit,Hit,101-125 yards,3,1.878,-1.122,20
Player 11,Male,San Destin Resort - Raven,Tournament,13,4,4,Hit,Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 4,Male,PGA National - Champions,Tournament,2,4,4,Hit,Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 13,Male,Indiana Country Club,Qualifying,7,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 12,Male,San Destin Resort - Raven,Tournament,15,4,5,Missed,Miss,Less than 50 yards,2,1.878,-0.12200000000000011,20
Player 21,Female,Indiana Country Club,Qualifying,12,5,5,Missed,Hit,Less than 50 yards,2,1.878,-0.12200000000000011,20
Player 11,Male,San Destin Resort - Raven,Tournament,4,3,3,Not Applicable (PAR 3),Miss,126-150 yards,1,1.878,0.8779999999999999,20
Player 8,Male,Longue Vue Club,Qualifying,4,5,4,Hit,Hit,225 + yards,2,1.878,-0.12200000000000011,20
Player 4,Male,Columbus Country Club,Tournament,13,3,4,Not Applicable (PAR 3),Hit,151-175 yards,3,1.878,-1.122,20
Player 21,Female,Indiana Country Club,Qualifying,18,5,6,Missed,Miss,126-150 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Indiana Country Club,Qualifying,8,4,5,Hit,Miss,151-175 yards,2,1.878,-0.12200000000000011,20
Player 8,Male,PGA National - Champions,Tournament,7,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 21,Female,PGA National - Palmer,Tournament,13,3,3,Not Applicable (PAR 3),Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 8,Male,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,PGA National - Champions,Tournament,2,4,4,Hit,Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 4,Male,Indiana Country Club,Qualifying,11,5,4,Hit,Hit,225 + yards,2,1.878,-0.12200000000000011,20
Player 8,Male,Pittsburgh Field Club,Qualifying,13,4,4,Missed,Hit,Less than 50 yards,2,1.878,-0.12200000000000011,20
Player 1,Male,Longue Vue Club,Qualifying,6,4,4,Missed,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 16,Female,Avalon Lakes Golf Club,Qualifying,14,5,5,Hit,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 7,Male,Longue Vue Club,Qualifying,9,4,4,Hit,Hit,176-200 yards,2,1.878,-0.12200000000000011,20
Player 20,Female,Meadville Country Club,Tournament,6,3,5,Not Applicable (PAR 3),Miss,151-175 yards,3,1.878,-1.122,20
Player 10,Male,PGA National - Champions,Tournament,16,4,6,Missed,Miss,201-225 yards,2,1.878,-0.12200000000000011,20
Player 6,Male,San Destin Resort - Raven,Tournament,6,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.878,-0.12200000000000011,20
Player 4,Male,PGA National - Champions,Tournament,17,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 12,Male,Longue Vue Club,Qualifying,16,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.878,-0.12200000000000011,20
Player 3,Male,San Destin Resort - Raven,Tournament,9,4,5,Hit,Hit,151-175 yards,3,1.878,-1.122,20
Player 10,Male,Longue Vue Club,Qualifying,14,4,5,Hit,Hit,126-150 yards,3,1.878,-1.122,20
Player 14,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.878,-0.12200000000000011,20
Player 13,Male,Avalon Lakes Golf Club,Qualifying,17,4,4,Hit,Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 2,Male,Longue Vue Club,Qualifying,8,5,6,Hit,Hit,51-75 yards,3,1.878,-1.122,20
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,12,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 6,Male,Longue Vue Club,Qualifying,5,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.878,-0.12200000000000011,20
Player 11,Male,Longue Vue Club,Qualifying,6,4,5,Hit,Hit,101-125 yards,3,1.878,-1.122,20
Player 6,Male,Longue Vue Club,Qualifying,14,4,5,Missed,Hit,126-150 yards,3,1.878,-1.122,20
Player 10,Male,Longue Vue Club,Qualifying,17,4,6,Missed,Miss,176-200 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,PGA National - Champions,Tournament,5,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 1,Male,Longue Vue Club,Qualifying,18,4,5,Missed,Miss,176-200 yards,2,1.878,-0.12200000000000011,20
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,8,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Indiana Country Club,Qualifying,14,4,4,Hit,Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 6,Male,Nemacolin Resort - Shepards Rock,Qualifying,18,4,4,Hit,Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 2,Male,Longue Vue Club,Qualifying,15,5,5,Missed,Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,PGA National - Champions,Tournament,13,4,4,Missed,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 8,Male,PGA National - Champions,Tournament,9,4,6,Missed,Miss,101-125 yards,2,1.878,-0.12200000000000011,20
Player 14,Male,PGA National - Champions,Tournament,18,5,7,Hit,Miss,176-200 yards,2,1.878,-0.12200000000000011,20
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,3,4,5,Hit,Miss,101-125 yards,3,1.878,-1.122,20
Player 10,Male,PGA National - Champions,Tournament,14,4,4,Hit,Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,PGA National - Champions,Tournament,3,5,6,Missed,Miss,151-175 yards,2,1.878,-0.12200000000000011,20
Player 4,Male,Longue Vue Club,Qualifying,12,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.878,-0.12200000000000011,20
Player 8,Male,Longue Vue Club,Qualifying,15,5,5,Not Applicable (PAR 3),Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 21,Female,PGA National - Palmer,Tournament,9,4,4,Hit,Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Longue Vue Club,Qualifying,8,5,6,Missed,Miss,Less than 50 yards,2,1.878,-0.12200000000000011,20
Player 21,Female,PGA National - Palmer,Tournament,16,4,4,Hit,Hit,151-175 yards,2,1.878,-0.12200000000000011,20
Player 10,Male,Longue Vue Club,Qualifying,1,4,5,Missed,Miss,126-150 yards,2,1.878,-0.12200000000000011,20
Player 18,Female,Longue Vue Club,Qualifying,17,4,5,Missed,Miss,151-175 yards,2,1.878,-0.12200000000000011,20
Player 2,Male,Avalon Lakes Golf Club,Qualifying,10,4,6,Missed,Miss,101-125 yards,3,1.878,-1.122,20
Player 12,Male,San Destin Resort - Raven,Tournament,3,5,5,Hit,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 6,Male,Columbus Country Club,Tournament,12,4,4,Hit,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 6,Male,Longue Vue Club,Qualifying,11,4,4,Missed,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 14,Male,PGA National - Champions,Tournament,6,5,5,Hit,Hit,126-150 yards,2,1.878,-0.12200000000000011,20
Player 9,Male,Avalon Lakes Golf Club,Qualifying,3,5,4,Hit,Hit,201-225 yards,1,1.878,0.8779999999999999,20
Player 6,Male,Columbus Country Club,Tournament,15,5,6,Missed,Miss,225 + yards,2,1.878,-0.12200000000000011,20
Player 12,Male,San Destin Resort - Raven,Tournament,9,4,5,Missed,Miss,76-100 yards,2,1.878,-0.12200000000000011,20
Player 1,Male,Longue Vue Club,Qualifying,16,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.878,-0.12200000000000011,20
Player 12,Male,Meadville Country Club,Tournament,4,4,4,Hit,Hit,101-125 yards,2,1.878,-0.12200000000000011,20
Player 16,Female,Meadville Country Club,Tournament,4,4,4,Hit,Hit,Less than 50 yards,2,1.891,-0.10899999999999999,21
Player 16,Female,Indiana Country Club,Qualifying,1,5,6,Hit,Hit,Less than 50 yards,3,1.891,-1.109,21
Player 11,Male,Longue Vue Club,Qualifying,6,4,5,Missed,Miss,225 + yards,2,1.891,-0.10899999999999999,21
Player 21,Female,PGA National - Palmer,Tournament,3,4,4,Missed,Hit,151-175 yards,2,1.891,-0.10899999999999999,21
Player 11,Male,Meadville Country Club,Tournament,17,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.891,-0.10899999999999999,21
Player 3,Male,Columbus Country Club,Tournament,3,4,4,Hit,Hit,101-125 yards,2,1.891,-0.10899999999999999,21
Player 11,Male,San Destin Resort - Raven,Tournament,1,4,4,Hit,Hit,101-125 yards,2,1.891,-0.10899999999999999,21
Player 3,Male,Columbus Country Club,Tournament,15,5,5,Hit,Miss,Less than 50 yards,1,1.891,0.891,21
Player 3,Male,Wigwam Gold Course,Tournament,10,5,6,Missed,Miss,126-150 yards,2,1.891,-0.10899999999999999,21
Player 11,Male,Meadville Country Club,Tournament,18,4,4,Missed,Hit,76-100 yards,2,1.891,-0.10899999999999999,21
Player 11,Male,Meadville Country Club,Tournament,3,5,5,Hit,Hit,51-75 yards,2,1.891,-0.10899999999999999,21
Player 16,Female,Longue Vue Club,Qualifying,16,3,2,Not Applicable (PAR 3),Hit,101-125 yards,1,1.891,0.891,21
Player 16,Female,Meadville Country Club,Tournament,3,5,5,Hit,Hit,Less than 50 yards,2,1.903,-0.09699999999999998,22
Player 8,Male,Longue Vue Club,Qualifying,6,4,5,Hit,Hit,126-150 yards,3,1.903,-1.097,22
Player 16,Female,Longue Vue Club,Qualifying,13,4,4,Missed,Hit,101-125 yards,2,1.903,-0.09699999999999998,22
Player 4,Male,Columbus Country Club,Tournament,7,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.903,-0.09699999999999998,22
Player 6,Male,San Destin Resort - Raven,Tournament,13,4,4,Hit,Hit,126-150 yards,2,1.914,-0.08600000000000008,23
Player 11,Male,Columbus Country Club,Tournament,13,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.914,-0.08600000000000008,23
Player 3,Male,PGA National - Champions,Tournament,18,5,6,Missed,Miss,201-225 yards,2,1.914,-0.08600000000000008,23
Player 3,Male,Wigwam Gold Course,Tournament,9,4,3,Hit,Hit,126-150 yards,1,1.914,0.9139999999999999,23
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,13,4,4,Hit,Hit,126-150 yards,2,1.914,-0.08600000000000008,23
Player 7,Male,Avalon Lakes Golf Club,Qualifying,14,5,6,Missed,Miss,Less than 50 yards,2,1.914,-0.08600000000000008,23
Player 16,Female,Nemacolin Resort - Shepards Rock,Qualifying,2,4,7,Hit,Miss,Less than 50 yards,4,1.924,-2.076,24
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,2,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.924,-0.07600000000000007,24
Player 3,Male,Avalon Lakes Golf Club,Qualifying,4,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.924,-0.07600000000000007,24
Player 16,Female,Nemacolin Resort - Shepards Rock,Qualifying,5,3,4,Not Applicable (PAR 3),Hit,176-200 yards,2,1.924,-0.07600000000000007,24
Player 13,Male,Longue Vue Club,Qualifying,2,4,4,Hit,Hit,Less than 50 yards,2,1.924,-0.07600000000000007,24
Player 11,Male,San Destin Resort - Raven,Tournament,13,4,4,Hit,Hit,176-200 yards,2,1.934,-0.06600000000000006,25
Player 12,Male,Meadville Country Club,Tournament,7,4,4,Missed,Hit,126-150 yards,2,1.934,-0.06600000000000006,25
